"","Education","Marital_Status","Income","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Complain","Age","Kids","Tenure","AcceptedCamp","TotalSpent","km3.cluster"
"894",1,0,26868,0,0,1,8,3,2,1,1,0,2,7,0,31,1,104,0,14,1
"895",3,0,48948,437,8,206,160,49,42,2,7,10,5,6,0,79,0,119,1,902,2
"896",3,0,55260,825,8,53,11,0,242,2,8,10,5,6,0,50,1,121,0,1139,3
"897",2,1,64090,316,58,161,76,51,135,1,6,9,4,5,0,66,1,113,0,797,2
"898",2,0,78331,756,138,354,160,169,61,2,10,6,7,4,0,64,1,107,0,1638,2
"899",3,1,37087,194,55,134,15,0,3,3,4,2,8,6,0,48,1,113,0,401,3
"900",2,0,21846,7,17,18,6,10,26,4,4,0,3,8,0,36,1,110,0,84,1
"901",2,1,81320,183,33,493,59,103,57,1,4,3,10,2,0,64,0,119,0,928,2
"902",2,0,54137,171,0,11,0,1,20,2,4,1,4,6,0,52,1,112,0,203,1
"903",2,1,66825,243,101,405,29,40,40,1,4,5,6,2,0,55,0,114,0,858,2
"904",2,1,57100,181,21,69,39,3,96,1,3,3,6,3,0,49,0,109,0,409,1
"905",2,1,58917,151,7,89,0,7,28,5,4,1,6,5,0,53,3,117,0,282,3
"906",2,0,85072,494,92,391,194,11,241,1,3,4,10,0,0,45,0,105,0,1423,2
"907",2,0,86429,464,28,873,29,18,37,0,7,4,7,2,0,61,0,109,1,1449,2
"908",2,0,45684,5,1,5,10,0,7,1,1,0,2,7,0,51,1,109,0,28,1
"909",2,1,47889,29,0,29,0,5,4,1,2,0,3,5,0,48,1,108,0,67,1
"910",3,1,45921,102,9,49,24,3,12,1,2,1,6,4,0,36,0,106,0,199,1
"911",3,0,78420,604,28,674,91,28,28,1,3,10,8,1,0,56,0,114,0,1453,2
"912",2,1,75114,571,12,523,63,60,24,1,3,10,5,2,0,30,0,110,0,1253,2
"913",3,0,52278,953,0,71,0,0,174,6,10,5,10,8,0,59,1,119,0,1198,3
"914",2,1,35641,63,3,67,8,9,28,2,3,1,4,7,0,50,1,114,0,178,1
"915",2,0,95529,770,29,890,250,27,24,1,7,3,7,3,0,28,0,121,1,1990,2
"916",2,1,62820,398,61,265,138,61,53,1,3,4,6,1,0,68,0,116,0,976,2
"917",2,1,73113,741,19,154,50,9,28,1,3,4,7,2,0,62,0,108,0,1001,2
"918",3,1,84169,1478,19,403,0,19,0,1,7,6,6,3,0,40,0,113,2,1919,2
"919",2,0,42607,156,29,56,30,32,47,2,3,2,7,3,0,68,1,109,0,350,1
"920",3,0,74637,960,64,464,146,0,16,1,6,9,9,3,0,68,0,115,1,1650,2
"921",3,1,46015,38,0,2,0,0,6,1,1,0,3,7,0,67,2,104,2,46,1
"922",2,0,72354,315,26,473,220,12,182,1,2,10,6,1,0,29,0,116,0,1228,2
"923",2,0,39858,15,20,25,2,7,26,1,2,0,4,6,0,53,1,119,0,95,1
"924",3,1,34469,19,6,20,0,5,12,3,1,1,4,4,0,74,2,104,0,62,1
"925",2,1,83033,812,99,431,237,149,33,1,11,4,10,5,0,36,1,103,1,1761,2
"926",2,1,24401,73,28,217,10,24,115,3,6,1,6,8,0,43,0,124,0,467,3
"927",2,1,77583,372,23,384,250,12,108,1,4,5,9,2,0,44,0,106,1,1149,2
"928",2,0,74116,871,111,704,145,55,166,1,4,4,10,2,0,40,0,108,1,2052,2
"929",2,0,74293,375,152,335,93,91,81,1,5,4,6,2,0,29,0,104,0,1127,2
"930",3,1,68397,760,80,466,17,13,80,1,6,9,5,3,0,46,1,109,0,1416,2
"931",3,1,79632,471,0,510,99,21,12,1,6,4,9,2,0,48,0,105,0,1113,2
"932",2,0,46107,31,9,27,16,9,33,1,1,1,4,3,0,33,1,106,0,125,1
"933",3,0,64950,819,0,72,12,0,63,2,11,2,10,7,0,71,1,125,1,966,3
"934",1,1,25443,1,4,3,8,9,7,1,1,0,3,8,0,33,1,120,0,32,1
"935",2,0,75127,203,35,305,46,17,227,1,2,11,5,1,0,70,0,103,0,833,2
"936",3,1,32892,26,0,15,2,1,2,2,3,0,3,8,0,51,1,103,0,46,1
"937",2,1,71796,354,21,311,167,75,32,1,9,3,4,4,0,51,0,110,0,960,2
"938",3,1,67536,1253,0,447,23,71,35,3,11,5,11,8,0,52,1,115,1,1829,3
"939",2,0,55239,371,17,238,23,24,106,3,7,5,11,5,0,51,1,114,0,779,3
"940",3,0,60554,588,7,76,110,15,15,2,8,4,9,6,0,47,1,113,0,811,3
"941",2,0,64831,480,86,249,75,86,144,8,6,3,5,6,0,70,2,115,0,1120,3
"942",3,1,56067,517,12,54,16,6,120,2,7,4,7,5,0,60,1,113,0,725,3
"943",2,0,82025,267,98,606,48,70,98,1,3,2,6,1,0,39,0,115,1,1187,2
"944",2,1,94384,1111,24,790,160,45,172,0,5,8,5,2,0,69,0,118,3,2302,2
"945",1,0,14906,7,7,14,7,16,15,3,2,1,3,7,0,36,0,120,0,66,1
"946",3,1,51563,1166,0,48,0,0,36,1,4,4,10,8,0,35,0,123,2,1250,3
"947",2,1,57937,261,42,144,55,48,133,3,4,4,9,3,0,40,1,106,0,683,2
"948",2,0,68274,135,25,51,23,25,46,2,4,2,5,3,0,43,2,111,0,305,1
"949",2,1,39771,6,2,18,2,8,14,1,2,0,3,4,0,45,1,109,0,50,1
"950",2,0,67893,711,28,142,49,18,47,2,3,2,9,8,0,47,1,123,0,995,3
"951",3,1,27922,11,0,13,2,4,11,1,2,0,3,4,0,43,1,104,0,41,1
"952",3,1,52190,42,0,17,0,0,18,3,2,1,3,5,0,46,2,104,1,77,1
"953",2,0,44051,79,7,58,6,3,18,4,3,1,4,6,0,49,2,119,0,171,1
"954",3,0,42767,20,6,43,19,5,38,1,3,1,2,8,0,51,2,116,0,131,1
"955",2,1,46106,30,0,8,2,0,14,1,1,1,2,6,0,46,2,104,0,54,1
"956",3,1,16927,20,2,23,3,1,4,5,3,0,4,8,0,46,2,119,0,53,1
"957",2,1,59754,115,27,44,4,146,139,3,5,2,6,5,0,57,1,121,0,475,3
"958",2,0,53700,263,5,233,69,41,83,4,5,5,8,5,0,70,1,125,0,694,3
"959",2,1,59041,69,2,15,2,2,6,2,2,0,4,5,0,49,2,104,0,96,1
"960",3,0,54237,267,3,30,4,0,57,4,5,2,5,6,0,65,1,116,0,361,3
"961",2,0,70647,561,85,171,25,123,114,2,4,7,13,2,0,55,1,123,0,1079,2
"962",3,0,52597,492,0,37,7,0,42,3,6,3,8,5,0,60,1,104,0,578,3
"963",2,1,41021,14,7,9,6,16,12,2,2,0,3,6,0,53,1,120,0,64,1
"964",3,1,40233,80,4,46,0,17,2,5,2,1,5,6,0,47,1,110,0,149,1
"965",2,1,50183,97,12,84,13,10,15,7,3,1,6,5,0,42,2,102,0,231,1
"966",2,1,54753,197,107,227,7,59,131,3,5,2,11,4,0,63,1,112,0,728,3
"967",2,1,92955,693,21,925,31,24,84,1,6,7,9,2,0,49,0,112,2,1778,2
"968",2,1,33471,43,2,27,0,9,12,3,3,0,4,7,0,49,1,123,0,93,1
"969",3,1,34596,14,0,2,0,0,7,1,1,0,2,8,0,48,1,117,0,23,1
"970",2,1,44010,186,36,234,86,72,48,6,10,2,6,9,0,42,1,123,0,662,3
"971",2,1,84219,434,137,400,45,137,45,1,3,4,10,1,0,34,0,107,0,1198,2
"972",3,1,40706,59,0,11,4,2,5,4,3,0,4,7,0,54,3,119,0,81,1
"973",2,1,15716,16,5,30,8,7,26,3,3,0,4,8,1,34,1,122,0,92,1
"974",2,0,59052,230,35,75,63,57,31,3,7,1,7,5,0,63,1,109,0,491,3
"975",2,1,80573,829,138,430,60,92,15,1,4,6,13,2,0,51,0,123,0,1564,2
"976",2,1,83715,318,8,407,150,35,8,1,2,8,13,0,0,60,0,107,0,926,2
"977",2,1,82576,1206,55,445,168,18,18,1,2,4,12,1,0,63,0,125,1,1910,2
"978",2,1,56962,292,3,77,10,3,26,7,6,3,5,7,0,57,3,111,0,411,3
"979",2,1,35704,30,9,12,2,11,30,3,2,0,4,4,0,70,2,108,0,94,1
"980",2,1,53103,729,17,133,11,0,195,5,10,6,7,7,0,68,1,112,1,1085,3
"981",2,0,46779,12,1,3,0,0,7,1,0,1,2,4,0,62,2,114,0,23,1
"982",2,0,4861,2,1,1,1,0,1,0,0,0,0,14,0,57,0,102,0,6,1
"983",2,0,33462,22,3,18,0,0,11,1,2,0,3,7,0,43,1,113,0,54,1
"984",2,0,63693,587,43,337,42,87,54,3,11,6,9,6,0,44,1,110,0,1150,2
"985",2,1,80763,674,168,108,192,42,231,1,5,11,6,3,0,72,0,112,2,1415,2
"986",3,1,65352,284,3,84,4,7,23,2,4,2,8,4,0,48,1,112,0,405,3
"987",3,1,82170,1023,93,651,49,55,37,1,5,6,7,2,0,44,0,109,0,1908,2
"988",2,1,75759,1394,22,708,89,91,182,1,9,7,9,5,0,53,0,110,3,2486,2
"989",2,0,79689,311,26,640,180,37,121,1,4,9,13,2,0,46,0,116,0,1315,2
"990",3,0,35340,27,0,12,0,1,5,2,2,0,3,5,0,66,2,102,0,45,1
"991",2,0,85683,1296,17,311,45,69,51,1,2,4,10,1,0,68,0,105,4,1789,2
"992",2,1,24884,3,6,7,0,0,3,1,0,0,3,7,0,50,1,121,0,19,1
"993",2,1,42021,393,5,136,7,5,27,5,10,1,6,9,0,41,1,124,1,573,3
"994",2,0,64449,218,63,282,137,35,70,4,5,3,12,4,0,33,1,106,0,805,2
"995",2,0,64587,66,0,16,0,6,20,2,1,1,4,3,0,68,2,102,0,108,1
"996",2,0,34824,4,2,11,2,0,4,1,1,0,2,6,0,27,0,105,0,23,1
"997",2,1,75437,795,0,545,95,58,0,1,8,4,10,6,0,44,0,110,1,1493,2
"998",2,1,26091,15,10,19,8,17,20,3,2,1,3,5,0,65,2,106,0,89,1
"999",2,1,52845,384,25,292,130,41,64,3,8,8,6,6,0,49,1,113,1,936,3
"1000",2,0,46086,244,8,32,7,2,50,4,3,1,8,4,0,66,1,110,0,343,3
"1001",3,0,78028,158,19,288,25,0,38,1,6,4,9,7,0,66,1,124,2,528,3
"1002",3,0,95169,1285,21,449,106,20,20,1,4,3,4,1,0,35,0,111,2,1901,2
"1003",2,1,56337,349,16,144,28,5,182,5,8,5,4,8,0,41,2,117,2,724,3
"1004",2,1,22434,4,12,11,3,13,15,2,2,0,3,8,0,35,1,119,0,58,1
"1005",3,1,36930,223,2,31,0,2,39,5,5,2,4,8,0,68,1,115,0,297,3
"1006",2,0,36130,157,43,127,68,56,37,6,3,8,4,4,0,68,1,119,1,488,3
"1007",2,1,65569,397,46,288,20,38,70,2,6,5,10,3,0,69,1,122,0,859,3
"1008",2,1,83844,901,31,345,75,31,191,1,4,4,11,1,0,70,0,116,1,1574,2
"1009",2,1,19514,14,3,21,2,1,28,4,3,1,2,8,0,54,2,107,1,69,1
"1010",3,0,36736,10,0,3,0,0,4,1,1,0,2,6,0,59,2,116,0,17,1
"1011",2,1,77568,1230,0,396,232,178,158,1,10,2,8,5,0,43,1,124,3,2194,2
"1012",3,1,49187,81,1,31,2,1,0,1,1,1,5,2,0,46,1,108,0,116,1
"1013",2,0,30168,154,20,66,0,12,27,7,6,1,4,9,0,44,1,118,0,279,3
"1014",2,1,34053,63,0,21,7,0,12,1,3,0,3,8,0,54,1,124,0,103,1
"1015",2,1,38196,30,0,11,0,0,3,3,2,0,4,5,0,51,2,104,0,44,1
"1016",2,1,59412,90,67,165,30,43,11,1,4,2,8,3,0,71,0,104,0,406,2
"1017",2,1,70924,635,114,254,132,152,76,1,6,6,7,3,0,57,0,105,1,1363,2
"1018",2,1,54165,127,4,73,15,6,11,1,2,1,7,2,0,53,0,115,0,236,1
"1019",2,1,32300,13,3,6,6,5,6,1,1,0,3,8,0,49,1,120,0,39,1
"1020",2,0,20180,18,42,24,15,20,18,1,2,1,4,7,0,46,0,118,0,137,1
"1021",2,1,34961,45,2,26,4,1,1,3,3,1,3,7,0,49,1,102,0,79,1
"1022",3,1,28440,38,1,24,0,0,0,1,2,0,3,8,0,48,1,114,0,63,1
"1023",3,1,64504,986,36,168,16,0,108,7,11,3,4,7,0,69,3,118,0,1314,3
"1024",2,1,33564,61,0,3,0,0,7,1,1,1,3,5,0,56,1,102,0,71,1
"1025",2,1,17345,4,9,16,17,0,12,2,2,1,2,8,0,44,1,122,0,58,1
"1026",3,1,56320,201,53,172,116,77,83,3,5,4,9,4,0,55,1,117,0,702,3
"1027",2,0,28647,19,8,29,0,12,26,1,2,2,2,7,0,44,1,112,1,94,1
"1028",1,0,15038,4,8,11,19,12,26,2,2,1,2,9,0,35,1,119,0,80,1
"1029",3,0,32173,18,0,2,0,0,2,1,1,0,3,4,0,64,1,113,0,22,1
"1030",2,1,68316,806,80,161,120,11,33,5,10,7,10,6,0,58,1,122,0,1211,3
"1031",2,1,74538,380,98,733,110,112,28,1,8,8,5,3,0,51,0,114,1,1461,2
"1032",2,0,91700,576,172,961,125,115,19,1,8,6,5,3,0,51,0,119,0,1968,2
"1033",2,1,68695,458,81,356,106,50,40,1,4,4,7,2,0,53,0,102,0,1091,2
"1034",2,1,31056,5,10,13,3,8,16,1,1,0,3,8,0,45,1,119,0,55,1
"1035",2,1,79593,350,60,568,110,133,145,1,5,6,7,2,0,49,0,103,1,1366,2
"1036",2,0,28071,39,33,130,41,26,44,2,5,1,5,8,0,42,0,124,0,313,1
"1037",3,1,37334,26,1,16,2,2,15,4,3,0,4,4,0,64,2,106,0,62,1
"1038",2,0,46423,68,0,16,0,0,8,3,2,0,4,7,0,50,2,111,0,92,1
"1039",3,1,37126,45,3,9,4,4,7,1,1,2,2,6,0,51,1,105,1,72,1
"1040",2,1,47703,359,0,134,13,26,123,4,6,3,8,5,0,69,1,115,0,655,3
"1041",2,1,61180,403,24,29,6,24,218,2,5,5,6,3,0,63,1,104,1,704,3
"1042",2,1,38998,34,1,14,0,0,5,3,2,0,3,8,1,68,2,122,0,54,1
"1043",2,0,8028,73,18,66,7,12,2,15,0,1,0,19,0,31,0,124,0,178,1
"1044",2,1,76081,292,30,415,63,33,200,1,4,5,4,2,0,60,0,103,1,1033,2
"1045",2,1,34728,14,0,16,0,0,6,1,1,1,2,6,0,36,1,113,0,36,1
"1046",2,0,33168,80,1,37,0,1,3,3,2,1,4,7,0,57,1,123,0,122,1
"1047",2,1,33585,30,11,33,13,6,29,1,2,0,4,4,0,56,1,111,0,122,1
"1048",3,1,77037,463,96,333,168,53,10,1,7,7,12,3,0,62,1,110,0,1123,2
"1049",2,1,35196,75,12,141,43,39,187,6,6,1,5,8,0,38,1,122,0,497,3
"1050",2,1,44529,538,13,91,17,6,26,6,6,2,11,5,0,56,1,114,1,691,3
"1051",2,1,70924,635,114,254,132,152,76,1,6,6,7,3,0,57,0,105,1,1363,2
"1052",3,1,28764,8,0,3,0,0,1,1,1,0,2,8,0,56,2,103,1,12,1
"1053",3,1,69098,1315,22,780,145,0,178,1,7,8,9,5,0,73,0,118,0,2440,2
"1054",2,0,25959,4,2,12,7,5,26,2,1,2,2,6,0,52,2,119,0,56,1
"1055",2,1,27100,12,0,13,2,0,10,1,1,0,3,7,0,39,1,117,0,37,1
"1056",2,0,70596,347,44,534,17,0,26,1,3,5,12,2,0,37,0,123,0,968,2
"1057",2,1,42557,192,5,53,0,5,15,4,6,1,4,8,0,48,1,124,0,270,3
"1058",3,1,53312,241,0,12,0,0,25,1,5,1,5,7,0,71,0,113,0,278,1
"1059",2,0,72228,631,28,491,30,14,56,1,6,7,8,3,0,70,0,121,0,1250,2
"1060",2,1,67605,336,28,282,184,54,54,1,2,8,6,1,0,35,0,117,0,938,2
"1061",2,1,62845,1099,0,45,0,0,34,11,3,4,10,8,0,73,2,123,1,1178,3
"1062",2,1,65196,743,19,181,12,0,200,2,7,6,11,5,0,64,2,113,1,1155,3
"1063",3,0,42000,124,83,267,85,59,35,2,5,2,11,5,0,35,0,120,0,653,2
"1064",3,0,35860,15,0,8,4,2,20,2,1,1,2,5,0,49,2,103,1,49,1
"1065",3,1,65526,397,19,69,12,0,9,1,4,4,8,2,0,58,1,104,0,506,3
"1066",2,1,16860,10,4,4,3,3,14,3,1,1,3,7,0,61,2,124,0,38,1
"1067",2,0,83528,530,117,678,134,44,147,1,4,10,8,1,0,30,0,104,2,1650,2
"1068",2,0,64176,1215,33,249,64,116,149,8,8,9,8,6,0,57,1,125,0,1826,3
"1069",2,0,22304,3,2,7,0,4,2,1,1,0,2,8,0,66,0,125,0,18,1
"1070",2,1,67023,444,44,382,11,8,17,1,3,7,13,2,1,44,0,106,0,906,2
"1071",3,1,32892,26,0,15,2,1,2,2,3,0,3,8,0,51,1,103,0,46,1
"1072",2,1,70713,736,114,279,82,76,190,6,5,6,8,3,0,56,1,121,0,1477,2
"1073",2,1,59925,473,21,176,19,21,56,3,9,2,9,6,0,67,1,121,0,766,3
"1074",2,1,39722,32,0,5,2,0,8,2,2,0,3,5,0,69,1,106,0,47,1
"1075",2,1,46610,288,10,30,4,10,125,1,6,1,6,6,0,64,0,113,0,467,3
"1076",2,1,88347,1050,178,555,77,138,118,1,4,7,9,1,0,61,0,114,1,2116,2
"1077",3,1,87171,1001,44,107,58,44,44,1,6,7,11,2,0,41,0,116,2,1298,2
"1078",2,1,26907,9,1,7,0,3,2,2,1,0,3,7,0,46,2,112,0,22,1
"1079",2,0,50014,234,14,77,19,10,42,2,4,1,8,5,0,54,1,107,0,396,1
"1080",3,1,41014,7,2,6,2,0,3,1,1,0,2,7,0,44,1,116,0,20,1
"1081",2,0,66294,251,108,334,65,92,117,1,4,3,5,2,0,57,0,105,0,967,2
"1082",2,1,36715,172,10,125,21,13,16,6,7,2,4,9,0,51,1,122,0,357,3
"1083",2,1,79456,565,42,548,64,83,99,1,5,6,4,3,0,66,0,124,0,1401,2
"1084",2,1,40479,5,0,8,2,0,0,1,0,0,3,4,0,40,1,112,0,15,1
"1085",2,0,75345,918,57,842,99,38,133,1,5,8,6,3,0,52,0,119,1,2087,2
"1086",2,1,54233,652,8,158,21,0,142,4,11,6,5,8,0,45,1,119,0,981,3
"1087",2,0,24163,4,1,7,2,1,2,2,1,0,3,4,0,52,2,111,0,17,1
"1088",3,1,84460,152,27,103,106,54,81,0,9,9,4,5,0,64,0,120,4,523,2
"1089",2,1,43776,8,0,9,2,1,3,1,1,0,2,6,0,39,1,104,0,23,1
"1090",3,0,71691,336,130,411,240,32,43,1,4,7,5,2,0,64,0,105,0,1192,2
"1091",3,1,85844,938,19,843,25,95,38,1,6,6,7,2,0,49,0,103,1,1958,2
"1092",3,0,39190,68,8,18,19,8,12,2,2,1,4,5,0,48,1,104,0,133,1
"1093",2,1,71367,227,23,389,42,21,75,1,4,5,7,2,0,63,0,112,0,777,2
"1094",3,0,38578,38,4,22,3,3,3,3,3,0,3,8,0,50,2,114,0,73,1
"1095",3,1,57236,105,0,9,2,1,4,3,2,1,4,3,0,57,2,106,0,121,1
"1096",2,0,61825,162,50,100,55,30,27,1,4,2,8,4,0,43,1,113,0,424,1
"1097",2,0,79803,574,8,216,21,16,33,1,4,3,5,1,0,64,1,103,0,868,2
"1098",2,0,80910,160,80,369,67,39,41,1,3,3,8,1,0,36,0,122,0,756,2
"1099",2,1,27590,6,0,5,0,0,1,1,1,0,2,7,0,40,1,116,0,12,1
"1100",2,1,56775,614,35,160,58,35,35,2,5,8,10,5,0,43,1,120,0,937,3
"1101",2,0,83829,897,161,430,186,161,27,0,4,7,6,1,0,47,0,111,3,1862,2
"1102",2,1,54210,70,54,109,80,9,45,2,4,1,7,5,0,43,1,115,0,367,1
"1103",2,1,38508,120,19,206,25,19,54,6,7,2,5,8,0,36,1,113,0,443,3
"1104",2,1,53187,211,2,30,7,7,10,2,4,1,6,5,0,52,1,110,0,267,1
"1105",2,1,30023,11,0,16,7,6,21,1,2,0,3,8,0,50,1,105,0,61,1
"1106",3,0,76045,760,53,400,17,93,0,1,4,5,11,2,0,62,0,109,1,1323,2
"1107",3,1,50870,53,0,8,0,0,2,1,2,0,3,5,0,70,1,102,0,63,1
"1108",2,1,15315,7,4,13,15,8,17,2,2,0,4,5,0,52,0,113,0,64,1
"1109",2,1,65463,391,32,70,21,32,16,2,6,2,9,5,0,48,1,107,1,562,3
"1110",2,1,66480,199,9,57,20,21,6,7,4,1,7,4,0,57,2,103,0,312,3
"1111",2,0,76773,516,56,449,86,33,16,1,2,2,11,1,0,68,0,118,0,1156,2
"1112",2,0,81698,709,45,115,30,160,45,1,8,2,5,5,0,39,0,118,1,1104,2
"1113",3,0,54466,12,0,4,0,0,0,1,1,0,2,5,0,49,2,107,0,16,1
"1114",2,0,98777,1000,19,711,125,115,38,0,4,6,9,1,0,62,0,106,1,2008,2
"1115",3,0,16269,19,3,18,3,1,0,3,3,0,3,8,0,38,1,112,0,44,1
"1116",2,1,71819,1224,28,140,0,14,168,3,3,3,5,6,0,51,1,112,2,1574,3
"1117",3,1,33569,16,2,18,3,0,24,1,1,1,2,8,0,39,1,110,1,63,1
"1118",2,1,36262,88,39,54,64,28,153,1,3,5,3,6,0,39,0,111,1,426,1
"1119",1,1,22634,2,23,11,8,6,46,1,2,1,2,8,0,56,0,120,0,96,1
"1120",2,1,47025,508,11,59,23,5,29,5,11,1,6,9,0,44,1,112,0,635,3
"1121",2,0,70566,381,28,215,84,28,21,2,6,5,9,3,0,54,1,111,0,757,2
"1122",3,1,31605,74,0,42,2,1,6,2,2,1,4,7,0,43,1,121,0,125,1
"1123",2,0,52034,146,0,93,7,13,73,5,4,2,5,7,0,49,2,115,0,332,3
"1124",2,0,48526,23,17,23,43,20,9,1,2,1,4,3,0,43,1,108,0,135,1
"1125",2,1,46734,110,5,137,26,23,29,2,6,1,5,7,0,68,1,121,0,330,3
"1126",2,0,39552,165,3,147,4,24,41,7,6,2,5,8,0,60,2,120,0,384,3
"1127",2,0,86358,957,47,494,82,47,95,4,5,3,6,8,0,56,2,125,0,1722,3
"1128",2,1,46931,41,0,17,3,1,16,2,1,1,3,3,0,45,3,104,0,78,1
"1129",1,0,16581,1,3,4,2,3,11,1,0,0,3,4,0,37,0,120,0,24,1
"1130",2,0,63998,176,29,818,0,33,112,1,7,6,11,4,0,70,0,108,0,1168,2
"1131",2,1,67381,815,8,53,11,0,70,4,2,2,9,7,0,71,1,120,1,957,3
"1132",2,0,25930,6,1,2,2,0,4,1,1,0,2,7,0,55,2,111,0,15,1
"1133",2,1,42693,8,4,20,6,3,16,1,1,0,3,5,0,44,1,103,0,57,1
"1134",2,1,85606,717,42,864,219,30,84,2,6,7,9,3,0,46,1,122,1,1956,2
"1135",2,0,72903,1067,138,750,0,19,39,1,7,5,8,4,0,37,0,110,3,2013,2
"1136",2,1,49669,166,5,107,11,8,29,2,5,1,6,6,0,48,1,103,0,326,1
"1137",3,1,36778,29,4,34,2,4,4,3,3,0,3,9,0,54,2,125,0,77,1
"1138",3,0,85696,714,76,395,116,0,12,1,4,6,9,1,0,60,0,116,0,1313,2
"1139",2,0,10979,8,4,10,2,2,4,2,3,0,3,5,0,33,0,103,0,30,1
"1140",2,1,49678,229,5,56,3,2,20,2,6,2,4,7,0,61,1,119,0,315,1
"1141",2,1,56129,320,48,133,39,72,48,4,6,2,10,4,0,69,1,114,0,660,3
"1142",2,1,37155,23,0,26,7,15,3,1,2,0,4,5,0,33,1,119,0,74,1
"1143",2,0,21282,1,5,8,4,8,20,2,2,1,2,6,0,44,1,104,0,46,1
"1144",3,0,33419,56,0,12,0,0,18,2,2,0,4,7,0,60,1,112,0,86,1
"1145",2,0,63285,508,124,249,50,38,134,1,6,5,13,3,0,77,0,110,0,1103,2
"1146",2,1,21255,29,0,25,2,2,3,4,2,1,4,4,0,48,1,107,0,61,1
"1147",2,1,42162,46,7,59,2,4,27,2,3,1,3,6,0,41,1,109,1,145,1
"1148",2,1,54450,454,0,171,8,19,32,12,9,2,8,8,0,66,2,124,0,684,3
"1149",3,1,57744,350,3,39,0,0,19,2,9,1,4,8,0,68,1,110,0,411,3
"1150",2,0,26576,10,0,8,0,0,9,1,1,0,2,9,0,36,1,123,1,27,1
"1151",3,0,57513,735,40,183,52,20,30,2,9,3,13,6,0,79,0,114,0,1060,3
"1152",2,1,68142,897,126,196,91,112,37,3,10,4,7,6,0,58,1,124,0,1459,2
"1153",2,1,7500,5,2,3,3,0,5,1,1,0,2,8,0,43,1,124,0,18,1
"1154",2,1,83145,777,35,731,39,137,114,1,5,9,11,2,0,48,0,123,1,1833,2
"1155",2,1,54197,162,6,37,6,13,13,2,1,3,6,1,0,62,1,105,0,237,1
"1156",3,0,23091,35,0,11,0,0,2,4,2,1,3,7,0,59,2,103,0,48,1
"1157",2,1,46049,342,9,112,19,14,19,10,5,2,9,7,0,46,2,113,0,515,3
"1158",2,1,56715,258,105,239,237,172,9,1,7,3,4,4,0,48,0,121,0,1020,2
"1159",2,1,79410,658,80,483,123,13,13,1,3,2,5,1,0,61,0,103,0,1370,2
"1160",2,1,57304,356,80,329,138,17,106,2,7,6,10,5,0,71,1,118,0,1026,2
"1161",2,1,44375,213,5,28,7,7,41,1,4,1,6,5,0,57,1,105,0,301,1
"1162",2,1,54450,454,0,171,8,19,32,12,9,2,8,8,0,66,2,124,0,684,3
"1163",2,1,59594,457,4,29,0,0,9,1,8,1,7,7,0,57,1,122,1,499,3
"1164",2,1,80685,241,45,604,34,26,54,1,6,4,10,2,0,28,0,124,0,1004,2
"1165",3,1,40344,210,0,6,0,0,2,2,4,1,5,7,0,48,1,110,0,218,1
"1166",2,1,62710,441,35,83,7,29,11,4,4,2,12,4,0,50,1,115,0,606,3
"1167",2,1,48985,19,13,18,10,7,8,1,1,1,3,3,0,54,1,114,0,75,1
"1168",2,1,35322,28,9,37,12,7,13,3,2,0,4,8,0,54,3,124,0,106,1
"1169",2,1,77142,476,75,162,29,151,97,1,4,4,8,2,0,74,0,115,0,990,2
"1170",2,0,81657,364,40,425,158,60,50,1,3,4,8,1,0,53,0,107,0,1097,2
"1171",1,1,14421,0,0,2,3,3,8,1,1,0,2,5,0,26,0,106,1,16,1
"1172",2,1,20130,0,6,3,7,6,12,1,1,0,3,8,0,48,0,105,0,34,1
"1173",3,1,74214,863,83,547,86,99,33,1,8,2,5,5,0,32,0,124,0,1711,2
"1174",2,1,66726,349,7,35,0,0,47,3,8,2,4,7,0,65,2,107,1,438,3
"1175",1,1,23724,5,23,15,0,18,14,2,2,0,3,8,0,43,1,120,0,75,1
"1176",2,1,47353,184,2,19,8,8,4,3,2,2,6,5,0,62,1,109,0,225,1
"1177",2,1,33444,8,0,8,0,0,2,1,1,0,2,8,0,70,2,122,0,18,1
"1178",2,1,54386,277,21,64,62,21,25,2,3,2,10,3,0,41,1,115,0,470,3
"1179",2,0,28510,44,5,19,0,4,19,3,2,0,4,5,0,41,2,117,0,91,1
"1180",2,0,90638,1156,120,915,94,144,96,1,3,4,10,1,0,31,0,106,1,2525,2
"1181",2,1,48070,373,14,83,6,9,19,3,8,2,6,7,1,72,1,120,0,504,3
"1182",2,1,43140,134,8,76,6,0,11,1,4,1,5,6,0,65,1,120,0,235,1
"1183",3,0,54959,1148,0,60,0,0,24,3,9,5,4,7,0,61,1,119,1,1232,3
"1184",1,0,15056,6,12,3,21,6,40,5,2,2,3,5,0,64,2,116,0,88,1
"1185",2,0,26954,4,1,11,0,0,1,1,1,0,2,7,0,51,1,104,0,17,1
"1186",2,0,22327,5,4,8,2,0,5,1,1,0,3,5,0,37,1,113,0,24,1
"1187",2,1,44393,24,2,20,2,2,10,2,1,0,4,4,0,57,2,112,0,60,1
